timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,"UserId"
1622138672819,335,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4530,189,5,5,null,0,0,0,null
1622138672819,335,Get User Transaction-0,200,OK,Thread Group 1-5,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,334,0,0,null
1622138672884,336,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4530,189,5,5,null,0,0,0,null
1622138672884,336,Get User Transaction-0,200,OK,Thread Group 1-4,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,336,0,0,null
1622138672946,336,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4530,189,5,5,null,0,0,0,null
1622138672946,336,Get User Transaction-0,200,OK,Thread Group 1-2,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,336,0,0,null
1622138673026,329,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4530,189,5,5,null,0,0,0,null
1622138673026,329,Get User Transaction-0,200,OK,Thread Group 1-1,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,329,0,0,null
1622138673088,335,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4530,189,5,5,null,0,0,0,null
1622138673088,335,Get User Transaction-0,200,OK,Thread Group 1-3,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,335,0,0,null
1622138673154,333,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4530,189,5,5,null,0,0,0,null
1622138673154,333,Get User Transaction-0,200,OK,Thread Group 1-5,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,333,0,0,null
1622138673221,329,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4530,189,5,5,null,0,0,0,null
1622138673221,329,Get User Transaction-0,200,OK,Thread Group 1-4,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,329,0,0,null
1622138673282,342,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4530,189,5,5,null,0,0,0,null
1622138673282,342,Get User Transaction-0,200,OK,Thread Group 1-2,text,true,,4530,189,5,5,https://gorest.co.in/public-api/users,342,0,0,null
1622138673356,333,Get User Transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4530,189,5,5,null,0,0,0,null
